,link,region,rating,ratingCount,lat,lon
High Lakes Ramble,http://www.wta.org/go-hiking/hikes/high-lakes,South Cascades -- Mount Adams Area,3.0,5,46.293,-121.596
High Point Trail,http://www.wta.org/go-hiking/hikes/high-point-trail,Issaquah Alps -- Tiger Mountain,2.8,5,47.5304,-121.9436
High Rock,http://www.wta.org/go-hiking/hikes/high-rock,South Cascades -- White Pass/Cowlitz River Valley,4.09,22,46.6664,-121.8913
High School Trail,http://www.wta.org/go-hiking/hikes/high-school-trail,Issaquah Alps -- Tiger Mountain,3.5,2,47.5193,-122.0298
Highchair Mountain,http://www.wta.org/go-hiking/hikes/highchair-mtn-7016-ft-bootjack-mtn-6789-ft,Central Cascades -- Leavenworth Area,1.0,1,,
Hobart - Middle Tiger Railroad Trail,http://www.wta.org/go-hiking/hikes/hobart-middle-tiger-railroad-grade,Issaquah Alps -- Tiger Mountain,3.5,4,47.4808,-121.9663
Hock Mountain,http://www.wta.org/go-hiking/hikes/hock-mountain,North Cascades -- North Cascades Highway - Hwy 20,3.0,1,48.5091,-120.6936
Hog Lake,http://www.wta.org/go-hiking/hikes/hog-lake,Eastern Washington -- Spokane Area/Coeur d'Alene,3.5,4,47.38,-117.8128
Hogback Mountain,http://www.wta.org/go-hiking/hikes/hogback-mountain,South Cascades,0.0,0,,
Hoh River Trail to Blue Glacier,http://www.wta.org/go-hiking/hikes/hoh-river-blue-glacier,Olympic Peninsula -- Pacific Coast,0.0,0,47.8595,-123.9344
Hoh River Trail to Elk Lake,http://www.wta.org/go-hiking/hikes/hoh-river-elk-lake,Olympic Peninsula -- Pacific Coast,4.0,2,47.8536,-123.9512
Hoh River Trail to Five Mile Island,http://www.wta.org/go-hiking/hikes/hoh-river,Olympic Peninsula -- Pacific Coast,3.4,15,47.8597,-123.9337
Holden Lake,http://www.wta.org/go-hiking/hikes/holden-lake,Central Cascades -- Entiat Mountains/Lake Chelan,3.8,5,48.2006,-120.7864
Holden Village to High Bridge,http://www.wta.org/go-hiking/hikes/cloudy-pass,Central Cascades -- Entiat Mountains/Lake Chelan,0.0,0,,
Holden to Hart Lake,http://www.wta.org/go-hiking/hikes/holden-to-heart-lake,Central Cascades -- Entiat Mountains/Lake Chelan,2.0,2,48.1995,-120.7792
Holman Pass (Seven Pass) Loop,http://www.wta.org/go-hiking/hikes/holman-pass-loop,North Cascades -- Pasayten,0.0,0,,
Hoodoo Canyon,http://www.wta.org/go-hiking/hikes/hoodoo-canyon,Eastern Washington -- Okanogan Highlands/Kettle River Range,2.25,4,48.6242,-118.2398
Hope Island,http://www.wta.org/go-hiking/hikes/hope-island,Puget Sound and Islands -- Bellingham Area,0.0,0,48.3982,-122.541
Hope and Mig Lakes,http://www.wta.org/go-hiking/hikes/mig-lake,Central Cascades -- Stevens Pass - West,3.0,6,47.7128,-121.1073
Horan Natural Area,http://www.wta.org/go-hiking/hikes/horan-natural-area-wenatchee-confluence,Central Washington -- Wenatchee,4.0,6,47.4601,-120.3305
Horse Heaven Hills,http://www.wta.org/go-hiking/hikes/horse-heaven-hills,Central Washington -- Tri-Cities,3.25,4,,
Horse Lake Reserve,http://www.wta.org/go-hiking/hikes/horse-lake-reserve,Central Washington -- Wenatchee,4.0,2,47.462,-120.3827
Horseshoe Basin,http://www.wta.org/go-hiking/hikes/horseshoe-basin-pasayten,North Cascades -- Pasayten,3.3,10,48.9086,-119.9041
Horseshoe Bend,http://www.wta.org/go-hiking/hikes/horseshoe-bend,North Cascades -- Mount Baker Area,3.29,7,48.9023,-121.9117
Horseshoe Lake,http://www.wta.org/go-hiking/hikes/horseshoe-lake,Central Cascades -- Leavenworth Area,3.33,3,47.53,-120.8179
Horseshoe Meadow,http://www.wta.org/go-hiking/hikes/horseshoe-meadow,South Cascades -- Mount Adams Area,3.8,5,46.1701,-121.6292
Horseshoe Ridge,http://www.wta.org/go-hiking/hikes/horseshoe-ridge,South Cascades -- Mount St. Helens,2.6,5,45.9466,-122.1773
Horseshoe Tunnel,http://www.wta.org/go-hiking/hikes/horseshoe-tunnel,Central Cascades -- Stevens Pass - West,0.0,0,,
Howard Lake,http://www.wta.org/go-hiking/hikes/howard-lake,Central Cascades -- Entiat Mountains/Lake Chelan,2.5,2,48.3801,-120.8376
Howard Peak,http://www.wta.org/go-hiking/hikes/howard-peak,Mount Rainier Area,1.0,1,46.9374,-121.8766
Howson Creek,http://www.wta.org/go-hiking/hikes/howson-creek,Snoqualmie Region -- Salmon La Sac/Teanaway,2.6,5,47.3514,-121.1044
Howson Peak,http://www.wta.org/go-hiking/hikes/howson-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
Huckleberry Creek,http://www.wta.org/go-hiking/hikes/huckleberry-creek,Mount Rainier Area,3.12,8,46.9149,-121.6411
Huckleberry Mountain,http://www.wta.org/go-hiking/hikes/huckleberry-mountain,North Cascades -- Mountain Loop Highway,2.7,10,48.2707,-121.3573
Huckleberry Snowshoe Route,http://www.wta.org/go-hiking/hikes/huckleberry-snowshoe-route,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,48.8946,-121.6753
Humes Ranch - Elwha River Loop,http://www.wta.org/go-hiking/hikes/humes-ranch,Olympic Peninsula -- Northern Coast,3.83,6,47.9741,-123.5856
Hummocks Trail,http://www.wta.org/go-hiking/hikes/hummocks,South Cascades -- Mount St. Helens,3.5,12,46.2869,-122.2717
Humpback Mountain,http://www.wta.org/go-hiking/hikes/humpback-mountain,Snoqualmie Region -- Snoqualmie Pass,3.5,4,47.3784,-121.5162
Hungry Mountain,http://www.wta.org/go-hiking/hikes/hungry-mountain,Eastern Washington -- Selkirk Range,0.0,0,,
Huntoon Point,http://www.wta.org/go-hiking/hikes/huntoon-point,North Cascades -- Mount Baker Area,5.0,3,48.8467,-121.691
Hurricane Hill,http://www.wta.org/go-hiking/hikes/hurricane-hill,Olympic Peninsula -- Northern Coast,3.6,10,47.9766,-123.5178
Hurricane Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/hurricane-hill-snowshoe,Olympic Peninsula -- Northern Coast,3.0,6,47.9694,-123.4985
Hyas Lake,http://www.wta.org/go-hiking/hikes/hyas-lake,Snoqualmie Region -- Snoqualmie Pass,1.83,6,47.5452,-121.0984
I-90 Trail,http://www.wta.org/go-hiking/hikes/i-90-trail,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.5927,-122.2445
Ice Cave - Natural Bridges Nature Trails,http://www.wta.org/go-hiking/hikes/ice-cave-natural-bridges-nature-trails,South Cascades -- Mount Adams Area,2.0,4,46.1298,-121.8392
Iceberg Point,http://www.wta.org/go-hiking/hikes/iceberg-point,Puget Sound and Islands -- San Juan Islands,2.5,2,48.4247,-122.8774
Icicle Creek,http://www.wta.org/go-hiking/hikes/icicle-creek,Central Cascades -- Leavenworth Area,3.17,6,47.7462,-121.0859
Icicle Gorge Nature Loop,http://www.wta.org/go-hiking/hikes/icicle-gorge-loop,Central Cascades -- Leavenworth Area,3.75,8,47.6086,-120.8945
Icicle Gorge View Trail,http://www.wta.org/go-hiking/hikes/icicle-gorge-view-trail,Central Cascades -- Leavenworth Area,4.5,2,47.6086,-120.8945
Icicle Ridge,http://www.wta.org/go-hiking/hikes/icicle-ridge-1,Central Cascades -- Leavenworth Area,3.17,6,47.583,-120.6834
Icicle Ridge Lookout,http://www.wta.org/go-hiking/hikes/icicle-ridge-lookout,Central Cascades -- Leavenworth Area,3.0,1,,
Icicle River Road Snowshoe,http://www.wta.org/go-hiking/hikes/icicle-river-road-snowshoe,Central Cascades -- Leavenworth Area,0.0,0,47.5476,-120.6888
Illahee Preserve,http://www.wta.org/go-hiking/hikes/illahee-preserve,Olympic Peninsula -- Kitsap Peninsula,3.0,2,47.5976,-122.598
Iller Creek,http://www.wta.org/go-hiking/hikes/iller-creek,Eastern Washington -- Spokane Area/Coeur d'Alene,3.88,17,47.6053,-117.2808
Image Lake via Miners Ridge,http://www.wta.org/go-hiking/hikes/image-lake-via-miners%20ridge,North Cascades -- Mountain Loop Highway,4.0,5,48.1921,-121.0386
Independence Pass Loop,http://www.wta.org/go-hiking/hikes/independence-pass,South Cascades -- Mount St. Helens,3.0,5,46.3045,-122.0819
Independence and North Lakes,http://www.wta.org/go-hiking/hikes/independence-and-north-lakes,North Cascades -- Mountain Loop Highway,3.62,13,48.117,-121.5226
Index Town Wall,http://www.wta.org/go-hiking/hikes/index-town-wall,Central Cascades -- Stevens Pass - West,3.0,4,47.8174,-121.5714
Indian Bar - Summerland Traverse,http://www.wta.org/go-hiking/hikes/indian-bar-summerland-traverse,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,0.0,0,46.7656,-121.6349
Indian Bar-Cowlitz Divide,http://www.wta.org/go-hiking/hikes/indian-bar,Mount Rainier Area -- SE - Cayuse Pass/Steven's Canyon,3.6,5,46.7653,-121.6361
Indian Creek,http://www.wta.org/go-hiking/hikes/indian-creek,Central Cascades -- Stevens Pass - East,2.67,6,47.9632,-120.9455
Indian Creek Snowshoe,http://www.wta.org/go-hiking/hikes/indian-creek-snowshoe,Central Cascades -- Stevens Pass - East,3.5,2,47.961000000000006,-120.9413
Indian Henry's Hunting Ground via Longmire,http://www.wta.org/go-hiking/hikes/indian-henrys-via-longmire,Mount Rainier Area -- SW - Longmire/Paradise,4.0,5,46.7497,-121.8107
Indian Henry's Hunting Ground via Tahoma Creek,http://www.wta.org/go-hiking/hikes/indian-henrys-hunting-ground,Mount Rainier Area -- SW - Longmire/Paradise,3.86,7,46.75,-121.813
Indian Racetrack,http://www.wta.org/go-hiking/hikes/indian-racetrack,South Cascades -- Mount Adams Area,3.4,5,46.1298,-121.8392
Ingalls Creek,http://www.wta.org/go-hiking/hikes/ingalls-creek,Central Cascades -- Blewett Pass,3.59,17,47.4628,-120.6732
Interurban Trail,http://www.wta.org/go-hiking/hikes/interurban-trail,Puget Sound and Islands -- Bellingham Area,0.0,0,,
Interurban Trail (South),http://www.wta.org/go-hiking/hikes/interurban-trail-south,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,,
Ipsut Falls,http://www.wta.org/go-hiking/hikes/ipsut-falls,Mount Rainier Area -- NW - Carbon River/Mowich,3.14,7,46.9771,-121.8315
Ipsut Pass,http://www.wta.org/go-hiking/hikes/ipsut-pass,Mount Rainier Area -- NW - Carbon River/Mowich,3.0,5,46.9771,-121.8315
Ira Spring Trail - Mason Lake,http://www.wta.org/go-hiking/hikes/ira-spring-memorial,Snoqualmie Region -- Snoqualmie Pass,4.27,49,47.4257,-121.5843
Irely Lake and Big Creek,http://www.wta.org/go-hiking/hikes/irely-lake,Olympic Peninsula -- Pacific Coast,3.0,5,47.5675,-123.6553
Irene Rinehart Riverfront Park,http://www.wta.org/go-hiking/hikes/irene-rinehart-riverfront-park,Central Washington,0.0,0,46.9785,-120.5673
Iron Bear - Teanaway Ridge,http://www.wta.org/go-hiking/hikes/iron-bear,Snoqualmie Region -- Salmon La Sac/Teanaway,3.8,15,47.3542,-120.7187
Iron Goat Trail,http://www.wta.org/go-hiking/hikes/iron-goat-trail,Central Cascades -- Stevens Pass - West,3.42,12,47.7292,-121.2065
Iron Goat Trail Snowshoe,http://www.wta.org/go-hiking/hikes/iron-goat-trail-snowshoe,Central Cascades -- Stevens Pass - West,0.0,0,47.712,-121.1623
Iron Mountain,http://www.wta.org/go-hiking/hikes/iron-mountain-1,Mount Rainier Area -- SW - Longmire/Paradise,0.0,0,46.7973,-121.8276
Iron Mountain Snowshoe,http://www.wta.org/go-hiking/hikes/iron-mountain-snowshoe,North Cascades -- Mountain Loop Highway,2.5,2,48.4875,-121.7874
Iron Peak Loop,http://www.wta.org/go-hiking/hikes/iron-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,3.33,9,47.3888,-120.8723
Island Center Forest,http://www.wta.org/go-hiking/hikes/island-center-forest,Puget Sound and Islands -- Seattle-Tacoma Area,3.0,1,47.4365,-122.471
Island Lake,http://www.wta.org/go-hiking/hikes/island-lake-3,North Cascades -- Mountain Loop Highway,0.0,0,48.0326,-121.6835
Island Lake - Rainbow Lake,http://www.wta.org/go-hiking/hikes/rainbow-lake-1,Snoqualmie Region -- Snoqualmie Pass,3.33,6,47.4007,-121.519
It Peak Snowshoe,http://www.wta.org/go-hiking/hikes/it-peak-snowshoe,Central Washington -- Wenatchee,0.0,0,,
Ivanhoe Lake,http://www.wta.org/go-hiking/hikes/ivanhoe-lake,Snoqualmie Region -- Snoqualmie Pass,0.0,0,,
Iverson Railroad Trail,http://www.wta.org/go-hiking/hikes/iverson-railroad-trail,Issaquah Alps -- Tiger Mountain,2.6,5,47.4676,-121.9311
Jack Pine Trail,http://www.wta.org/go-hiking/hikes/jack-pine-trail,Central Cascades -- Leavenworth Area,2.75,4,47.6089,-120.8938
Jackpine Shelter,http://www.wta.org/go-hiking/hikes/jackpine-shelter,South Cascades -- Mount St. Helens,4.5,4,46.1544,-122.1035
Jacobson Preserve,http://www.wta.org/go-hiking/hikes/jacobson-preserve,Central Washington -- Wenatchee,0.0,0,47.4113,-120.3526
Jade Lake,http://www.wta.org/go-hiking/hikes/jade-lake,Snoqualmie Region -- Salmon La Sac/Teanaway,5.0,1,,
Japanese Gulch,http://www.wta.org/go-hiking/hikes/japanese-gulch,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,47.9468,-122.2921
Jefferson Pass,http://www.wta.org/go-hiking/hikes/jefferson-pass,Olympic Peninsula -- Hood Canal,3.0,4,,
Jefferson Ridge,http://www.wta.org/go-hiking/hikes/jefferson-ridge,Olympic Peninsula -- Hood Canal,3.75,4,47.5712,-123.1315
Jester Mountain,http://www.wta.org/go-hiking/hikes/jester-mountain,Central Cascades -- Blewett Pass,0.0,0,47.3511,-120.707
Jetty Island,http://www.wta.org/go-hiking/hikes/jetty-island,Puget Sound and Islands -- Bellingham Area,0.0,0,48.0039,-122.2283
Joe Lake,http://www.wta.org/go-hiking/hikes/little-joe-lake,Snoqualmie Region -- Snoqualmie Pass,4.4,5,47.3958,-121.379
John C. Shields Park (Minnehaha),http://www.wta.org/go-hiking/hikes/john-c-shields-park-minnehaha,Eastern Washington -- Spokane Area/Coeur d'Alene,0.0,0,,
John Wayne Trail - Army East,http://www.wta.org/go-hiking/hikes/john-wayne-trail-army-east,Central Washington -- Yakima,2.5,4,46.8437,-119.9644
John Wayne Trail - Army West,http://www.wta.org/go-hiking/hikes/john-wayne-trail-army-west,Central Washington -- Yakima,3.8,5,46.9595,-120.2952
John Wayne Trail - Easton,http://www.wta.org/go-hiking/hikes/john-wayne-trail-easton,Snoqualmie Region -- Cle Elum Area,0.0,0,,
John Wayne Trail - Rattlesnake Lake,http://www.wta.org/go-hiking/hikes/iron-horse,Snoqualmie Region -- North Bend Area,2.86,7,47.4341,-121.7707
John Wayne Trail - South Cle Elum Trailhead,http://www.wta.org/go-hiking/hikes/iron-horse-trail-south-cle-elum-trailhead,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
John Wayne Trail - Tekoa Trailhead,http://www.wta.org/go-hiking/hikes/john-wayne-trail-tekoa,Eastern Washington -- Palouse and Blue Mountains,0.0,0,47.2227,-117.1076
John Wayne Trail - The Tunnel,http://www.wta.org/go-hiking/hikes/iron-horse-tunnel,Snoqualmie Region -- Snoqualmie Pass,3.14,7,47.393,-121.3928
Johnson Mountain,http://www.wta.org/go-hiking/hikes/johnson-mountain-1,Snoqualmie Region -- Salmon La Sac/Teanaway,3.0,1,,
Johnson Peak-Lily Basin,http://www.wta.org/go-hiking/hikes/lilly-basin,South Cascades -- Goat Rocks,3.2,5,46.5641,-121.5999
Johnson Ridge,http://www.wta.org/go-hiking/hikes/johnson-ridge,Central Cascades -- Stevens Pass - West,4.06,17,47.7966,-121.2622
Jolly Mountain,http://www.wta.org/go-hiking/hikes/jolly-mountain,Snoqualmie Region -- Salmon La Sac/Teanaway,2.0,5,47.4044,-121.0991
Jones Island Trail,http://www.wta.org/go-hiking/hikes/jones-island-trail,Puget Sound and Islands -- San Juan Islands,0.0,0,48.6153,-123.048
Joseph Whidbey State Park,http://www.wta.org/go-hiking/hikes/joseph-whidbey-state-park,Puget Sound and Islands -- Whidbey Island,0.0,0,48.3081,-122.7073
Josephine Lake,http://www.wta.org/go-hiking/hikes/josephine-lake,Central Cascades -- Stevens Pass - East,3.33,6,47.7465,-121.0865
Josephine Lake (Skagit),http://www.wta.org/go-hiking/hikes/josephine-lake-1,Puget Sound and Islands -- Bellingham Area,3.0,2,48.5429,-122.0531
Jove Peak,http://www.wta.org/go-hiking/hikes/jove-peak,Central Cascades -- Stevens Pass - East,0.0,0,47.8112,-121.0826
Joy Ride Trail,http://www.wta.org/go-hiking/hikes/joy-ride-trail,Issaquah Alps -- Tiger Mountain,0.0,0,,
Judi's Peak,http://www.wta.org/go-hiking/hikes/judis-peak,Snoqualmie Region -- Salmon La Sac/Teanaway,0.0,0,,
Jug Lake,http://www.wta.org/go-hiking/hikes/jug-lake,South Cascades -- White Pass/Cowlitz River Valley,2.6,5,46.723,-121.4366
Julia Butler Hansen National Wildlife Refuge,http://www.wta.org/go-hiking/hikes/julia-butler-hansen-nwr,Southwest Washington -- Long Beach Area,2.0,4,46.2565,-123.4364
Jumbo Peak,http://www.wta.org/go-hiking/hikes/jumbo-peak,South Cascades -- Dark Divide,2.75,4,46.3354,-121.7434
Jumpoff Ridge,http://www.wta.org/go-hiking/hikes/jumpoff-ridge,Central Cascades -- Stevens Pass - West,0.0,0,47.8538,-121.5022
June Lake,http://www.wta.org/go-hiking/hikes/june-lake,South Cascades -- Mount St. Helens,3.6,5,46.1357,-122.1583
June Lake Snowshoe,http://www.wta.org/go-hiking/hikes/june-lake-snowshoe,South Cascades -- Mount St. Helens,2.5,2,46.1352,-122.1569
Jungle Hill Loop,http://www.wta.org/go-hiking/hikes/jungle-hill,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.0,3,48.6066,-118.4776
Juniper Dunes Wilderness,http://www.wta.org/go-hiking/hikes/juniper-dunes-wilderness,Central Washington -- Tri-Cities,3.0,6,46.3246,-119.0254
Juniper Ridge,http://www.wta.org/go-hiking/hikes/juniper-ridge,South Cascades -- Dark Divide,3.75,8,46.3965,-121.7653
K-3 Trail,http://www.wta.org/go-hiking/hikes/k-3-trail,Issaquah Alps -- Tiger Mountain,2.5,4,47.5128,-121.9486
Kachess Lake,http://www.wta.org/go-hiking/hikes/kachess-lake-shore,Snoqualmie Region,3.6,5,47.3587,-121.246
Kachess Ridge / Kachess Beacon,http://www.wta.org/go-hiking/hikes/kachess-ridge,Snoqualmie Region -- Snoqualmie Pass,3.25,8,47.2672,-121.1737
Kalaloch - Browns Point,http://www.wta.org/go-hiking/hikes/kalaloch-browns-point,Olympic Peninsula -- Pacific Coast,3.25,4,47.6129,-124.3762
Kalama River,http://www.wta.org/go-hiking/hikes/kalama-river,South Cascades -- Mount St. Helens,0.0,0,46.1695,-122.2614
Kamiak Butte,http://www.wta.org/go-hiking/hikes/kamiak-butte,Eastern Washington -- Palouse and Blue Mountains,3.29,7,46.8905,-117.136
Kangaroo Temple,http://www.wta.org/go-hiking/hikes/kangaroo-temple,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,48.5143,-120.6425
Kautz Creek Snowshoe,http://www.wta.org/go-hiking/hikes/kautz-creek-snowshoe,Mount Rainier Area -- SW - Longmire/Paradise,4.0,2,46.7698,-121.8258
Kautz Creek to Indian Henry's Hunting Ground,http://www.wta.org/go-hiking/hikes/kautz-creek-to-indian-henrys-hunting-ground,Mount Rainier Area -- SW - Longmire/Paradise,2.5,6,46.7364,-121.8555
Kayak Point Park,http://www.wta.org/go-hiking/hikes/kayak-point-park,Puget Sound and Islands -- Bellingham Area,3.25,4,48.1388,-122.361
Keechelus Ridge Snowshoe,http://www.wta.org/go-hiking/hikes/keechelus-ridge-snowshoe,Snoqualmie Region -- Snoqualmie Pass,1.5,4,47.3218,-121.3225
Kelcema Lake,http://www.wta.org/go-hiking/hikes/kelcema-lake,North Cascades -- Mountain Loop Highway,3.8,5,48.1154,-121.5924
Kelley Hollow,http://www.wta.org/go-hiking/hikes/kelley-hollow,Central Washington -- Yakima,3.75,4,,
Kelly Butte,http://www.wta.org/go-hiking/hikes/kelly-butte,Mount Rainier Area -- Chinook Pass - Hwy 410,3.44,9,47.1625,-121.4805
Kelsey Creek Park Nature Trails,http://www.wta.org/go-hiking/hikes/kelsey-creek-park-nature-trails,Puget Sound and Islands -- Seattle-Tacoma Area,0.0,0,,
Kendall Katwalk,http://www.wta.org/go-hiking/hikes/kendall-katwalk,Snoqualmie Region -- Snoqualmie Pass,3.9,42,47.4287,-121.4134
Kendall Peak,http://www.wta.org/go-hiking/hikes/kendall-peak,Snoqualmie Region -- Snoqualmie Pass,3.0,4,47.4279,-121.4133
Kendall Peak Lakes Snowshoe,http://www.wta.org/go-hiking/hikes/kendall-peak-lakes-snowshoe,Snoqualmie Region -- Snoqualmie Pass,4.14,7,47.3978,-121.3952
Kettle Crest North,http://www.wta.org/go-hiking/hikes/kettle-crest-north,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.5,8,48.6091,-118.4845
Kettle Crest South,http://www.wta.org/go-hiking/hikes/kettle-crest-south,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.44,9,48.6311,-118.4935
Kettle Crest Trail,http://www.wta.org/go-hiking/hikes/kettle-crest-trail,Eastern Washington -- Okanogan Highlands/Kettle River Range,0.0,0,48.496,-118.4079
Keystone Ridge,http://www.wta.org/go-hiking/hikes/keystone-ridge,Central Cascades -- Entiat Mountains/Lake Chelan,0.0,0,47.6475,-120.2317
Killen Creek to High Camp,http://www.wta.org/go-hiking/hikes/killen-creek,South Cascades -- Mount Adams Area,3.25,8,46.2885,-121.5525
Kindy Ridge,http://www.wta.org/go-hiking/hikes/kindy-ridge,North Cascades -- North Cascades Highway - Hwy 20,0.0,0,,
King Mountain,http://www.wta.org/go-hiking/hikes/king-mountain,Eastern Washington -- Okanogan Highlands/Kettle River Range,3.0,1,48.7424,-118.38
Kirkwood Ranch,http://www.wta.org/go-hiking/hikes/kirkwood-ranch,Eastern Washington -- Palouse and Blue Mountains,0.0,0,45.6354,-116.4808
